Datum,Wochentag,DatumNEU,KW,Std.,Log,Schicht,Zeit von,Zeit bis,"Dauer
Arbeits-zeit",Anzahl MA,Menge   N.i. O. ,Menge   i. O.       L4,Menge   i. O.       L5,"Menge   Gesamt
(Stück)","Dauer 
Org-Mangel","Dauer
Anlagen-Ausfall
",Störung aufgrund Vormaterial,"Dauer
Anlagen-Ausfall
intern","Dauer
Logistik-
Defizite",Station/ OP,"Bemerkung
",Anzahl/Std.,Fehlercode,"Sollzeit
/ Stück
(Min)","Takt 
Gesamt","Leistung
Sollzeit zu Gesamtzeit","Anlagen-Laufzeit
(- Org-Mangel)","Takt 
Gesamt2","Leistung
Anlage inkl. 
Anl. ausfall","Anlagen-Laufzeit
(- Anlagen-ausfall)","Takt 
Gesamt3","Leistung eff.
Anlage ohne
Anl.-Ausfall",Produktionszeit(min)/Std.,"Takt 
Gesamt4","Leistung
 inkl.
defizite",Unnamed: 36
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,f,08:00:00,09:00:00,60.00000000000003,5.0,,,6.0,6.0,,,,,,,,,,8.5,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,f,09:30:00,10:00:00,30.000000000000053,5.0,,,3.0,3.0,,,,,,,,,,8.5,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,f,10:00:00,11:00:00,59.99999999999995,5.0,1.0,,3.0,4.0,,20.0,,,,OP 120.1,Querprofil nicht nah genug an Trapezblech gefahren. Robtech informiert,,,8.5,14.999999999999988,0.5666666666666671,59.99999999999995,14.999999999999988,0.5666666666666671,39.99999999999995,9.999999999999988,0.8500000000000011,39.99999999999995,9.999999999999988,0.8500000000000011,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,f,11:00:00,12:00:00,60.00000000000003,5.0,,,3.0,3.0,,30.0,,,,OP 120.1,Querprofil nicht nah genug an Trapezblech gefahren. Robtech informiert,,,8.5,20.00000000000001,0.42499999999999977,60.00000000000003,20.00000000000001,0.42499999999999977,30.00000000000003,10.000000000000009,0.8499999999999992,30.00000000000003,10.000000000000009,0.8499999999999992,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,f,12:00:00,13:15:00,75.00000000000006,5.0,1.0,,3.0,4.0,,30.0,,,,OP 120.1,Heftpunkte für QT oben nachteachen durch Robtech,,,8.5,18.750000000000014,0.453333333333333,75.00000000000006,18.750000000000014,0.453333333333333,45.00000000000006,11.250000000000014,0.7555555555555546,45.00000000000006,11.250000000000014,0.7555555555555546,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,1,2024-01-08 00:00:00,2024/02,,,,,,0.0,,,,,,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,13:15:00,14:00:00,45.0,6.0,,,2.0,2.0,,,,15.0,,,Wartungsplan,,,8.5,22.5,0.37777777777777777,45.0,22.5,0.37777777777777777,30.0,15.0,0.5666666666666667,30.0,15.0,0.5666666666666667,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,14:00:00,15:00:00,59.99999999999995,6.0,,,6.0,6.0,,,,,,,,,,8.5,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,15:00:00,16:00:00,59.99999999999995,6.0,,,6.0,6.0,,,,,,,,,,8.5,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,16:00:00,17:00:00,60.00000000000011,6.0,,,5.0,5.0,,,,,,,,,,8.5,12.000000000000021,0.708333333333332,60.00000000000011,12.000000000000021,0.708333333333332,60.00000000000011,12.000000000000021,0.708333333333332,60.00000000000011,12.000000000000021,0.708333333333332,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,17:00:00,17:30:00,29.999999999999893,6.0,,,2.0,2.0,,,,,,,,,,8.5,14.999999999999947,0.5666666666666687,29.999999999999893,14.999999999999947,0.5666666666666687,29.999999999999893,14.999999999999947,0.5666666666666687,29.999999999999893,14.999999999999947,0.5666666666666687,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,18:00:00,19:00:00,59.99999999999995,6.0,,,5.0,5.0,,,,,,,,,,8.5,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,19:00:00,20:00:00,60.00000000000011,6.0,,,5.0,5.0,,,,,,,,,,8.5,12.000000000000021,0.708333333333332,60.00000000000011,12.000000000000021,0.708333333333332,60.00000000000011,12.000000000000021,0.708333333333332,60.00000000000011,12.000000000000021,0.708333333333332,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,20:00:00,21:00:00,59.99999999999995,6.0,,,6.0,6.0,,,,,,,,,,8.5,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,s,21:00:00,21:45:00,45.0,6.0,,,3.0,3.0,,,,10.0,,,"Aufräumen,Werkzeug wegpacken",,,8.5,15.0,0.5666666666666667,45.0,15.0,0.5666666666666667,35.0,11.666666666666666,0.7285714285714286,35.0,11.666666666666666,0.7285714285714286,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-08,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,1,2024-01-08 00:00:00,2024/02,,,,,,0.0,,,,,,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,1,2024-01-08 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,f,04:45:00,06:00:00,75.00000000000001,4.0,,,3.0,3.0,,,,15.0,,,Wartungsplan,,,8.5,25.000000000000004,0.33999999999999997,75.00000000000001,25.000000000000004,0.33999999999999997,60.000000000000014,20.000000000000004,0.42499999999999993,60.000000000000014,20.000000000000004,0.42499999999999993,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,f,06:00:00,07:00:00,60.00000000000003,4.0,,,5.0,5.0,,,,,,,,,,8.5,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,f,07:00:00,08:00:00,59.99999999999995,4.0,,,5.0,5.0,,,,,,,,,,8.5,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,59.99999999999995,11.99999999999999,0.7083333333333339,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,f,08:00:00,09:00:00,60.00000000000003,4.0,,,4.0,4.0,,,,,,,,,,8.5,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,f,09:30:00,10:00:00,30.000000000000053,4.0,,,2.0,2.0,,,,,,,,,,8.5,15.000000000000027,0.5666666666666657,30.000000000000053,15.000000000000027,0.5666666666666657,30.000000000000053,15.000000000000027,0.5666666666666657,30.000000000000053,15.000000000000027,0.5666666666666657,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,f,10:00:00,11:00:00,59.99999999999995,4.0,,,4.0,4.0,,,,,,,,,,8.5,14.999999999999988,0.5666666666666671,59.99999999999995,14.999999999999988,0.5666666666666671,59.99999999999995,14.999999999999988,0.5666666666666671,59.99999999999995,14.999999999999988,0.5666666666666671,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,f,11:00:00,12:00:00,60.00000000000003,4.0,,,4.0,4.0,,,,,,,,,,8.5,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,60.00000000000003,15.000000000000007,0.5666666666666664,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,f,12:00:00,13:15:00,75.00000000000006,4.0,,,2.0,2.0,,,,45.0,,,Reinigung,,,8.5,37.50000000000003,0.2266666666666665,75.00000000000006,37.50000000000003,0.2266666666666665,30.000000000000057,15.000000000000028,0.5666666666666655,30.000000000000057,15.000000000000028,0.5666666666666655,1.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,"Anlage leer gelaufen, kein Material für produzierte Eckrungen, keine Eckrungen für verfügbare Trapez- Bleche",,,,,,,,,,,,,,,0.0
,2,2024-01-09 00:00:00,2024/02,,,,,,0.0,,,,,,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,13:15:00,14:00:00,45.0,2.0,,,,,,,,60.0,,,Anlage reinigung und Wartung,,,8.5,0.0,0%,45.0,0.0,0%,-15.0,0.0,0%,-15.0,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,14:00:00,15:00:00,59.99999999999995,2.0,,,,,,,,60.0,,,Anlage reinigung und Wartung,,,8.5,0.0,0%,59.99999999999995,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,15:00:00,16:00:00,59.99999999999995,2.0,,,,,,,,60.0,,,Anlage reinigung und Wartung,,,8.5,0.0,0%,59.99999999999995,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,16:00:00,17:00:00,60.00000000000011,2.0,,,,,,,,60.0,,,Anlage reinigung und Wartung,,,8.5,0.0,0%,60.00000000000011,0.0,0%,1.0658141036401503e-13,0.0,0%,1.0658141036401503e-13,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,17:00:00,17:30:00,29.999999999999893,2.0,,,,,,,,60.0,,,Anlage reinigung und Wartung,,,8.5,0.0,0%,29.999999999999893,0.0,0%,-30.000000000000107,0.0,0%,-30.000000000000107,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,18:00:00,19:00:00,59.99999999999995,2.0,,,,,,,,60.0,,,Anlage reinigung und Wartung,,,8.5,0.0,0%,59.99999999999995,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,19:00:00,20:00:00,60.00000000000011,2.0,,,,,,,,60.0,,,Anlage reinigung und Wartung,,,8.5,0.0,0%,60.00000000000011,0.0,0%,1.0658141036401503e-13,0.0,0%,1.0658141036401503e-13,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,20:00:00,21:00:00,59.99999999999995,2.0,,,,,,,,60.0,,,Material beladen und Anlage voll gefahren,,,8.5,0.0,0%,59.99999999999995,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,s,21:00:00,21:45:00,45.0,2.0,,,,,,,,15.0,,,Anlage voll fahren,,,8.5,0.0,0%,45.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,30.0,,,"Aufräumen,Werkzeug wegpacken",,,,,,,,,,,,,,,0.0
2024-01-09,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,2,2024-01-09 00:00:00,2024/02,,,,,,0.0,,,,,,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0
,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,2,2024-01-09 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,f,04:45:00,06:00:00,75.00000000000001,5.0,,,6.0,6.0,,,,15.0,,,Wartungsplan,,,8.5,12.500000000000002,0.6799999999999999,75.00000000000001,12.500000000000002,0.6799999999999999,60.000000000000014,10.000000000000002,0.8499999999999999,60.000000000000014,10.000000000000002,0.8499999999999999,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,f,06:00:00,07:00:00,60.00000000000003,5.0,,,6.0,6.0,,,,,,,,,,8.5,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,f,07:00:00,08:00:00,59.99999999999995,5.0,,,6.0,6.0,,,,,,,,,,8.5,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,59.99999999999995,9.999999999999991,0.8500000000000008,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,f,08:00:00,09:00:00,60.00000000000003,5.0,,,5.0,5.0,,10.0,,,,R 01,"Stiftzieher bleibt im Loch hängen, halterung war locker",,,8.5,12.000000000000005,0.708333333333333,60.00000000000003,12.000000000000005,0.708333333333333,50.00000000000003,10.000000000000005,0.8499999999999995,50.00000000000003,10.000000000000005,0.8499999999999995,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,f,09:30:00,10:00:00,30.000000000000053,5.0,,,3.0,3.0,,,,,,,,,,8.5,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,30.000000000000053,10.000000000000018,0.8499999999999985,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,f,10:00:00,11:00:00,59.99999999999995,5.0,,,4.0,4.0,,20.0,,,,OP 130.2,"Querprofilspanner unten Störung, Robtech informiert",,,8.5,14.999999999999988,0.5666666666666671,59.99999999999995,14.999999999999988,0.5666666666666671,39.99999999999995,9.999999999999988,0.8500000000000011,39.99999999999995,9.999999999999988,0.8500000000000011,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2024-01-10,3,2024-01-10 00:00:00,2024/02,,,f,11:00:00,12:00:00,60.00000000000003,5.0,,1,5.0,6.0,,,,,,,,,,8.5,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,60.00000000000003,10.000000000000005,0.8499999999999995,0.0
